collection,product_name,design_text,price_usd,my_site_url,viralstyle_url,keywords,theme
Dallas Vintage Sports Tees,Dallas Texas State Flag Pride Shirt,DALLAS TEXAS with state outline and Texas flag,21.99,/shop/vintage-texas-pride/dallas-cowboys-shirts,https://viralstyle.com/kebystore/vintage-texas-pride,texas pride shirt; dallas state outline tee; texas flag shirt,city
Dallas Vintage Sports Tees,Dallas Texas Est 1841 Navy Shirt,DALLAS EST. 1841 TEXAS collegiate lettering,21.99,/shop/dallas-texas-vintage-athletic-sports/dallas-cowboys-shirts,https://viralstyle.com/kebystore/dallas-texas-vintage-athletic-sports,dallas est 1841 shirt; dallas texas tee; collegiate dallas shirt,retro
Dallas Vintage Sports Tees,Dallas Texas Est 1841 Grey Shirt,DALLAS EST. 1841 TEXAS collegiate lettering,21.99,/shop/dallas-texas-vintage-athletic-sports-sty/dallas-cowboys-shirts,https://viralstyle.com/kebystore/dallas-texas-vintage-athletic-sports-sty,dallas grey tee; dallas texas vintage shirt; texas athletic shirt,retro
Michigan Go Blue Apparel,Second Act,SECOND ACT,21.00,/shop/second-act/michigan-wolverines-shirts,https://gridironlocker.shop/second-act?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa55e1e32b128dbbe980778,second act michigan shirt;michigan football tee;go blue second act tee;ann arbor football shirt;michigan wolverines fan gear;michigan football gift,classic
Michigan Go Blue Apparel,Limited Edition H A I L Mary,LIMITED EDITION H A I L MARY,21.00,/shop/limited-edition-h-a-i-l-mary/michigan-wolverines-shirts,https://gridironlocker.shop/limited-edition-h-a-i-l-mary?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1f0b9534eadb8cbb5a139,hail mary michigan shirt;limited edition hail mary tee;michigan hail mary shirt;go blue hail tee;michigan wolverines fan gear;ann arbor football shirt,classic
Michigan Go Blue Apparel,One Second,ONE SECOND,21.00,/shop/one-second/michigan-wolverines-shirts,https://gridironlocker.shop/one-second?collectionId=YYMlCmwgKG__&color=GILDAN-HEATHER_SPORT_GREY&productId=6aa1ee07ad108e6fc6bd7ce6,one second michigan shirt;michigan one second tee;go blue shirt;michigan wolverines fan gear;ann arbor football shirt,classic
Michigan Go Blue Apparel,M vs everybody,M -VS- EVERYBODY,21.00,/shop/m-vs-everybody/michigan-wolverines-shirts,https://gridironlocker.shop/m-vs-everybody?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1e7c8047e2b3b0d59e904,m vs everybody shirt;michigan vs everybody tee;go blue vs everybody shirt;michigan wolverines fan gear;ann arbor football shirt,classic
Michigan Go Blue Apparel,Second Act QB19 Vintage Football,SECOND ACT QB19 VINTAGE FOOTBALL,21.00,/shop/second-act-qb19-vintage-football/michigan-wolverines-shirts,https://gridironlocker.shop/second-act-qb19-vintage-football?collectionId=YYMlCmwgKG__&color=GILDAN-HEATHER_SPORT_GREY&productId=6aa1db87f1c6bb96a2648225,second act qb19 vintage football shirt;michigan qb19 vintage tee;bryce underwood michigan shirt;go blue qb19 tee;ann arbor football shirt;michigan wolverines fan gear,retro
Michigan Go Blue Apparel,Limited Edition Go Blue,LIMITED EDITION GO BLUE,21.00,/shop/limited-edition-go-blue/michigan-wolverines-shirts,https://gridironlocker.shop/limited-edition-go-blue?collectionId=YYMlCmwgKG__&color=GILDAN-HEATHER_SPORT_GREY&productId=6aa1d621454c0ee365c9edc5,limited edition go blue shirt;go blue michigan tee;michigan wolverines shirt;ann arbor football shirt;michigan football gift,classic
Michigan Go Blue Apparel,Michigan v Everybody,MICHIGAN -VS- EVERYBODY,21.00,/shop/michigan-v-everybody/michigan-wolverines-shirts,https://gridironlocker.shop/michigan-v-everybody?collectionId=YYMlCmwgKG__&color=GILDAN-HEATHER_SPORT_GREY&productId=6aa1d2d97e9d71e4274ce029,michigan vs everybody shirt;michigan v everybody tee;go blue vs everybody shirt;michigan wolverines fan gear;ann arbor football shirt,classic
Michigan Go Blue Apparel,MILF,MILF,21.00,/shop/milf/michigan-wolverines-shirts,https://gridironlocker.shop/milf?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1c4502b4261ca56ecce11,milf michigan shirt;michigan milf tee;go blue funny shirt;michigan wolverines fan gear;ann arbor football shirt,funny
Michigan Go Blue Apparel,BET M,BET M,21.00,/shop/bet-m/michigan-wolverines-shirts,https://gridironlocker.shop/bet-m?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1b73fec16917b7f63d118,bet m michigan shirt;michigan bet m tee;go blue bet shirt;michigan wolverines fan gear;ann arbor football shirt,funny
Michigan Go Blue Apparel,Michigan Bet Vintage,MICHIGAN BET VINTAGE,21.00,/shop/michigan-bet-vintage/michigan-wolverines-shirts,https://gridironlocker.shop/michigan-bet-vintage?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1b73ff7b554e33d7d9453,michigan bet vintage shirt;michigan bet vintage tee;go blue bet shirt;michigan wolverines fan gear;ann arbor football shirt,retro
Michigan Go Blue Apparel,Michigan Revenge Tour,MICHIGAN REVENGE TOUR,21.00,/shop/michigan-revenge-tour/michigan-wolverines-shirts,https://gridironlocker.shop/michigan-revenge-tour?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1b3141e2a91b12ce7bb6a,michigan revenge tour shirt;michigan revenge tour tee;go blue shirt;michigan wolverines fan gear;ann arbor football shirt,classic
Michigan Go Blue Apparel,Michigan BET,MICHIGAN BET,21.00,/shop/michigan-bet/michigan-wolverines-shirts,https://gridironlocker.shop/michigan-bet?collectionId=YYMlCmwgKG__&color=GILDAN-NAVY&productId=6aa1b1f759ee834ea2120a3f,michigan bet shirt;michigan bet tee;go blue bet shirt;michigan wolverines fan gear;ann arbor football shirt,classic
